product_name,variant_name,variant_price,variant_sku,variant_stock,parent,Favourite,Product Description,Short Description,Information,Variant Header 1,Variant Header 2,Variant Header 3,Variant Header 4,discount code,GroupName,Sort,Image,category_name,sub_category_name,child_level_1,child_level_2,child_level_3,child_level_4,child_level_5
,27mm I.D Spring Guard,27.55,SPG-27,13.91,SPG,,,,,,,27,,,1,27,,,,,,,,
,30mm I.D Spring Guard,31.3,SPG-31,12,SPG,,,,,,,31,,,1,31,,,,,,,,
,34mm I.D Spring Guard,32.5,SPG-34,6,SPG,,,,,,,34,,,1,34,,,,,,,,
,39mm I.D Spring Guard,40.45,SPG-41,23.22,SPG,,,,,,,41,,,1,41,,,,,,,,
,49mm I.D Spring Guard,51.55,SPG-49,20.6,SPG,,,,,,,49,,,1,49,,,,,,,,
STH,,,,,,,,SAER14 S/SBRAID TEFLON HOSE,,Hose ID,Hose OD (mm),Max W.P. (psi),Roll/Reel Length (m),,,10290,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312370_1709547382_1709546873_STH.jpg,Hydraulic , Hose , PTFE Hose,,,,
,1/4 IN SMOOTH BORE TEFLON HOSE 304 S/S,27.75,STH-04,20.254,STH,,,,,4-Jan,7.9,1500,,,4,4,,,,,,,,
,3/8 IN SMOOTH BORE TEFLON HOSE 304 S/S,67.75,STH-06,-0.005,STH,,,,,8-Mar,11.4,1500,,,4,6,,,,,,,,
,1/2 IN SMOOTH BORE TEFLON HOSE 304 S/S,79.55,STH-08,67.52,STH,,,,,2-Jan,14,1000,,,4,8,,,,,,,,
,5/8 IN SMOOTH BORE TEFLON HOSE 304 S/S,99.96,STH-10,40.75,STH,,,,,8-May,16.5,800,,,4,10,,,,,,,,
,3/4 IN SMOOTH BORE TEFLON HOSE 304 S/S,96.8,STH-12,16.08,STH,,,,,4-Mar,20,800,,,4,12,,,,,,,,
,1 IN SMOOTH BORE TEFLON HOSE 304 S/S,118,STH-16,12.28,STH,,,,,1,26.1,800,,,4,16,,,,,,,,
SUM,,,,,,,,UNO MALE X SUCTION TAIL STRAIGHT,,UNO M,Hose ID,,,,,16090,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312523_1709547625_1709546873_SUM.jpg,Hydraulic , Fittings , Economy Range , Economy Suction Tails , UNO Suction Tails,,
,7/8 UNO X 3/4 SUCTION TAIL STRAIGHT L.P,54.2,SUM-10-12,53,SUM,,,,,8-Jul,4-Mar,,,,6,12-Oct,,,,,,,,
,1-1/16 UNO Male X 3/4 Suction Tail,18.82,SUM-12-12,34,SUM,,,,,1  1/16,4-Mar,,,,6,12-Dec,,,,,,,,
,1-1/16 UNO x 1 L.P HOSE,27.3,SUM-12-16,68,SUM,,,,,1  1/16,1,,,,6,16-Dec,,,,,,,,
,1 1/16 UNO X 1 1/4 SUCTION TAIL,109.2,SUM-12-20,17,SUM,,,,,1  1/16,1 1/4,,,,6,20-Dec,,,,,,,,
,1-5/16 UNO x 1 L.P HOSE,26,SUM-16-16,21,SUM,,,,,1  5/16,1,,,,6,16-16,,,,,,,,
,1-5/16 UNO x 1-1/4 L.P HOSE,31.85,SUM-16-20,44,SUM,,,,,1  5/16,1 1/4,,,,6,16-20,,,,,,,,
,1-5/8 UNO x 1-1/4 L.P HOSE,45,SUM-20-20,11,SUM,,,,,1 5/8,1 1/4,,,,6,20-20,,,,,,,,
,1-5/8 UNO x 1-1/2 L.P HOSE,68,SUM-20-24,28,SUM,,,,,1 5/8,1 1/2,,,,6,20-24,,,,,,,,
,1-7/8 UNO Male X 1-1/4 Suction Tail,124.89,SUM-24-20,0,SUM,,,,,1 7/8,1 1/4,,,,6,24-20,,,,,,,,
,1-7/8 UNO Male X 1-1/2 Suction Tail,65.2,SUM-24-24,21,SUM,,,,,1 7/8,1 1/2,,,,6,24-24,,,,,,,,
SUM9C,,,,,,,,UNO MALE X SUCTION TAIL COMPACT 90°,,UNO M,Hose ID,,,,,16100,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312523_1709547626_1709546874_SUM9C.jpg,Hydraulic , Fittings , Economy Range , Economy Suction Tails , UNO Suction Tails,,
,1-1/16 UNO Male 90  X 3/4 Suction Tail,30.16,SUM9C-12-12,20,SUM9C,,,,,1  1/16,4-Mar,,,,6,12-Dec,,,,,,,,
,1-1/16 UNO Male 90  X 1-0 Suction Tail,18.24,SUM9C-12-16,15,SUM9C,,,,,1  1/16,1,,,,6,16-Dec,,,,,,,,
,1-1/16 UNO Male 90° X 1-1/4 Suction Tail,141.45,SUM9C-12-20,4,SUM9C,,,,,1  1/16,1 1/4,,,,6,20-Dec,,,,,,,,
,1-5/16 UNO Male 90  X 3/4 Suction Tail,36.92,SUM9C-16-12,0,SUM9C,,,,,1  5/16,4-Mar,,,,6,16-12,,,,,,,,
,1-5/16 UNO Male 90  X 1-0 Suction Tail,40.46,SUM9C-16-16,18,SUM9C,,,,,1  5/16,1,,,,6,16-16,,,,,,,,
,1-5/16 UNO x 1-1/4 L.P HOSE 90°,70,SUM9C-16-20,14,SUM9C,,,,,1  5/16,1 1/4,,,,6,16-20,,,,,,,,
,1-5/16 UNO Male 90° X 1-1/2 Suction Tail,72.8,SUM9C-16-24,20,SUM9C,,,,,1  5/16,1 1/2,,,,6,16-24,,,,,,,,
,1-5/8 UNO x 1-1/4 L.P HOSE 90°,118,SUM9C-20-20,14,SUM9C,,,,,1 5/8,1 1/4,,,,6,20-20,,,,,,,,
,1-5/8 UNO Male 90 X 1-1/2 Suction Tail,99.84,SUM9C-20-24,3,SUM9C,,,,,1 5/8,1 1/2,,,,6,20-24,,,,,,,,
,1-7/8 UNO Male  90 X 1-1/2 Suction Tail,97.76,SUM9C-24-24,7,SUM9C,,,,,1 7/8,1 1/2,,,,6,24-24,,,,,,,,
SUPER-CLAMP,,,,,,,,Super Clamps (T-Bolt),,MIN,MAX,,,,,17776,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312367_1709547376_1709546874_SUPER-CLAMP.jpg,Hydraulic , Accessories , Clamps,,,,
,104-112mm STEEL SUPER CLAMP,20.4,TFSC-104112,2,SUPER-CLAMP,,,,,104,112,,,,1,104,,,,,,,,
,113-121mm STEEL SUPER CLAMP,21.3,TFSC-113121,13,SUPER-CLAMP,,,,,113,121,,,,1,113,,,,,,,,
,23-25mm STEEL SUPER CLAMP,7.05,TFSC-2325,32,SUPER-CLAMP,,,,,23,24,,,,1,23,,,,,,,,
,26-28mm STEEL SUPER CLAMP,8.1,TFSC-2628,54,SUPER-CLAMP,,,,,26,28,,,,1,26,,,,,,,,
,29-31mm STEEL SUPER CLAMP,8.85,TFSC-2931,11,SUPER-CLAMP,,,,,29,31,,,,1,29,,,,,,,,
,32-35mm STEEL SUPER CLAMP,9.05,TFSC-3235,31,SUPER-CLAMP,,,,,32,35,,,,1,32,,,,,,,,
,36-39mm STEEL SUPER CLAMP,9.15,TFSC-3639,32,SUPER-CLAMP,,,,,36,39,,,,1,36,,,,,,,,
,40-43mm STEEL SUPER CLAMP,9.3,TFSC-4043,51,SUPER-CLAMP,,,,,40,43,,,,1,40,,,,,,,,
,44-47mm SUPER CLAMP,11.75,TFSC-4447,14,SUPER-CLAMP,,,,,44,47,,,,1,44,,,,,,,,
,48-51mm STEEL SUPER CLAMP,12.35,TFSC-4851,36,SUPER-CLAMP,,,,,48,51,,,,1,48,,,,,,,,
,52-55mm Steel SUPER CLAMP,12.25,TFSC-5255,17,SUPER-CLAMP,,,,,52,55,,,,1,52,,,,,,,,
,56-59mm STEEL SUPER CLAMP,12.6,TFSC-5659,18,SUPER-CLAMP,,,,,56,59,,,,1,56,,,,,,,,
,60-63mm STEEL SUPER CLAMP,12.95,TFSC-6063,43,SUPER-CLAMP,,,,,60,63,,,,1,60,,,,,,,,
,64-67mm STEEL SUPER CLAMP,13.15,TFSC-6467,27,SUPER-CLAMP,,,,,64,67,,,,1,64,,,,,,,,
,68-73mm STEEL SUPER CLAMP,16.35,TFSC-6873,9,SUPER-CLAMP,,,,,68,73,,,,1,68,,,,,,,,
,74-79mm STEEL SUPER CLAMP,16.6,TFSC-7479,21,SUPER-CLAMP,,,,,74,78,,,,1,74,,,,,,,,
,79-85mm STEEL SUPER CLAMP,17,TFSC-8085,36,SUPER-CLAMP,,,,,79,85,,,,1,79,,,,,,,,
,86-91mm STEEL SUPER CLAMP,17.2,TFSC-8691,41,SUPER-CLAMP,,,,,86,91,,,,1,86,,,,,,,,
,92-97mm Steel SUPER CLAMP,17.35,TFSC-9297,21,SUPER-CLAMP,,,,,92,97,,,,1,92,,,,,,,,
,98-103mm Steel SUPER CLAMP,17.8,TFSC-98103,22,SUPER-CLAMP,,,,,98,103,,,,1,98,,,,,,,,
SUPER-CLAMP-SS,,,,,,,,Super Clamps Stainless Steel (T-Bolt),,MIN,MAX,,,,,17776,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312368_1709547378_1709546876_SUPER-CLAMP.jpg,Hydraulic , Accessories , Clamps,,,,
,104-112mm S/STEEL SUPER CLAMP,46.55,TFSC-104112SS,8,SUPER-CLAMP-SS,,,,,104,112,,,,1,104,,,,,,,,
,113-121mm S/STEEL SUPER CLAMP,POA,TFSC-113121SS,0,SUPER-CLAMP-SS,,,,,113,121,,,,0,113,,,,,,,,
,23-25mm S/STEEL SUPER CLAMP,POA,TFSC-2325SS,0,SUPER-CLAMP-SS,,,,,23,25,,,,0,23,,,,,,,,
,26-28mm S/STEEL SUPER CLAMP,POA,TFSC-2628SS,0,SUPER-CLAMP-SS,,,,,26,28,,,,0,26,,,,,,,,
,29-31mm S/STEEL SUPER CLAMP,17.25,TFSC-2931SS,8,SUPER-CLAMP-SS,,,,,29,31,,,,1,29,,,,,,,,
,32-35mm S/STEEL SUPER CLAMP,18,TFSC-3235SS,8,SUPER-CLAMP-SS,,,,,32,35,,,,1,32,,,,,,,,
,36-39mm S/STEEL SUPER CLAMP,18.5,TFSC-3639SS,0,SUPER-CLAMP-SS,,,,,36,39,,,,1,36,,,,,,,,
,40-43mm S/STEEL SUPER CLAMP,19.8,TFSC-4043SS,2,SUPER-CLAMP-SS,,,,,40,43,,,,1,40,,,,,,,,
,44-47mm S/STEEL SUPER CLAMP,28.6,TFSC-4447SS,10,SUPER-CLAMP-SS,,,,,44,47,,,,1,44,,,,,,,,
,48-51mm S/STEEL SUPER CLAMP,29.1,TFSC-4851SS,11,SUPER-CLAMP-SS,,,,,58,51,,,,1,48,,,,,,,,
,52-55mm S/STEEL SUPER CLAMP,POA,TFSC-5255SS,0,SUPER-CLAMP-SS,,,,,52,55,,,,0,52,,,,,,,,
,56-59mm S/STEEL SUPER CLAMP,30.45,TFSC-5659SS,2,SUPER-CLAMP-SS,,,,,56,59,,,,1,56,,,,,,,,
,60-63mm S/STEEL SUPER CLAMP,30.15,TFSC-6063SS,8,SUPER-CLAMP-SS,,,,,60,63,,,,1,60,,,,,,,,
,64-67mm S/STEEL SUPER CLAMP,POA,TFSC-6467SS,0,SUPER-CLAMP-SS,,,,,64,67,,,,0,64,,,,,,,,
,68-73mm S/STEEL SUPER CLAMP,41.7,TFSC-6873SS,8,SUPER-CLAMP-SS,,,,,68,73,,,,1,68,,,,,,,,
,74-79mm S/STEEL SUPER CLAMP,42.15,TFSC-7479SS,12,SUPER-CLAMP-SS,,,,,74,79,,,,1,74,,,,,,,,
,80-85mm S/STEEL SUPER CLAMP,POA,TFSC-8085SS,0,SUPER-CLAMP-SS,,,,,80,85,,,,0,80,,,,,,,,
,86-91mm S/STEEL SUPER CLAMP,43.3,TFSC-8691SS,2,SUPER-CLAMP-SS,,,,,86,91,,,,1,86,,,,,,,,
,92-97mm S/STEEL SUPER CLAMP,44.1,TFSC-9297SS,6,SUPER-CLAMP-SS,,,,,92,97,,,,1,92,,,,,,,,
SWJ-BP1MF,,,,,,,,BSPP Male X BSPP Female Swivel Joint,,BSPP M,BSPP F,,,,,14250,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312427_1709547524_1709546877_SWJ-BP1MF.jpg,Hydraulic , Adaptors , Swivel Joints,,,,
,1/4 BSPPMaleX1/4 BSPPFemale Swivel Joint,POA,SWJ-BP1MF-04-04,0,SWJ-BP1MF,,,,,4-Jan,4-Jan,,,,0,4-Apr,,,,,,,,
,3/8 BSPP MaleX3/8 BSPPFemale SwivelJoint,POA,SWJ-BP1MF-06-06,0,SWJ-BP1MF,,,,,8-Mar,8-Mar,,,,0,6-Jun,,,,,,,,
,1/2 BSPP MaleX1/2 BSPPFemale SwivelJoint,POA,SWJ-BP1MF-08-08,0,SWJ-BP1MF,,,,,2-Jan,2-Jan,,,,0,8-Aug,,,,,,,,
,3/4 BSPP MaleX3/4 BSPPFemaleSwivel Joint,POA,SWJ-BP1MF-12-12,0,SWJ-BP1MF,,,,,4-Mar,4-Mar,,,,0,12-Dec,,,,,,,,
,1-0 BSPPMaleX1-0 BSPPFemale Swivel Joint,POA,SWJ-BP1MF-16-16,0,SWJ-BP1MF,,,,,1,1,,,,0,16-16,,,,,,,,
SWJ-BP9MF,,,,,,,,BSPP Male X BSPP Female Swivel Joint 90°,,BSPP M,BSPP F,,,,,14260,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312427_1709547524_1709546878_SWJ-BP9MF.jpg,Hydraulic , Adaptors , Swivel Joints,,,,
,1/4BSPPMaleX1/4BSPPFemaleSwivelJoint 90°,POA,SWJ-BP9MF-04-04,0,SWJ-BP9MF,,,,,4-Jan,4-Jan,,,,0,4-Apr,,,,,,,,
,3/8 BSPP  Male/Female 90° Swivel Joint,POA,SWJ-BP9MF-06-06,0,SWJ-BP9MF,,,,,8-Mar,8-Mar,,,,0,6-Jun,,,,,,,,
,1/2BSPPMaleX1/2BSPPFemaleSwivelJoint 90°,POA,SWJ-BP9MF-08-08,0,SWJ-BP9MF,,,,,2-Jan,2-Jan,,,,0,8-Aug,,,,,,,,
,3/4 BSPP Male/Female 90° Swivel Joint,POA,SWJ-BP9MF-12-12,0,SWJ-BP9MF,,,,,4-Mar,4-Mar,,,,0,12-Dec,,,,,,,,
,1-0 BSPP  Male/Female 90° Swivel Joint,POA,SWJ-BP9MF-16-16,0,SWJ-BP9MF,,,,,1,1,,,,0,16-16,,,,,,,,
T20-F-BSPFG,,,,,,,,Test 20 Female x BSP Female Gauge Adaptor,,Body,BSPP F,,,,,16320,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312436_1709547533_1709546879_T20-F-BSPFG.jpg,Hydraulic , Diagnostics , Test Couplings , Test 20,,,
,1/4 BSPF GAUGE TEST 20 FEMALE,58.15,19-359-1608,7,T20-F-BSPFG,,,,,T20,4-Jan,,,,1,4,,,,,,,,
,1/2 BSP Female  Gauge  X TEST 20 Female,76.1,19-359-1609,1,T20-F-BSPFG,,,,,T20,2-Jan,,,,1,8,,,,,,,,
T20-M-BSPFG,,,,,,,,Test 20 Male x BSP Female Gauge Adaptor,,Body,BSPP F,,,,,16320,,Hydraulic , Diagnostics , Test Couplings , Test 20,,,
,1/4 BSP Gauge FemaleXTest 20 Male B/Head,47.25,19-359-1600,6,T20-M-BSPFG,,,,,T20,4-Jan,,,,1,4,,,,,,,,
T20-M-BSPPM,,,,,,,,Test 20 Male Nipple x BSPT Male,,Body,BSPT M,,,,,16340,,Hydraulic , Diagnostics , Test Couplings , Test 20,,,
,TEST 20 MALE x 1/8 BSPP MALE,30.7,10-359-1252,7,T20-M-BSPPM,,,,,T20,8-Jan,,,,1,1602,,,,,,,,
,TEST 20 MALE x 1/4 BSPP MALE,30.7,10-359-1253,10,T20-M-BSPPM,,,,,T20,4-Jan,,,,1,1604,,,,,,,,
,TEST 20 MALE x 3/8 BSPP MALE,41.85,10-359-1254,5,T20-M-BSPPM,,,,,T20,8-Mar,,,,1,1606,,,,,,,,
T20-M-BSPTM,,,,,,,,Test 20 Male Nipple x BSPT Male,,Body,BSPT M,,,,,16340,,Hydraulic , Diagnostics , Test Couplings , Test 20,,,
,TEST 20 MALE x 1/8 BSPT MALE,30.7,10-359-1150,8,T20-M-BSPTM,,,,,T20,8-Jan,,,,1,1602,,,,,,,,
,TEST 20 MALE x 1/4 BSPT MALE,30.7,10-359-1151,8,T20-M-BSPTM,,,,,T20,4-Jan,,,,1,1604,,,,,,,,
,TEST 20 MALE X 3/8 BSPT MALE,45.75,10-359-1152,11,T20-M-BSPTM,,,,,T20,8-Mar,,,,1,1606,,,,,,,,
T20-M-JICF,,,,,,,,Test 20 Male Nipple x JIC Female Swivel,,Body,JIC F Swivel,,,,,16350,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312438_1709547534_1709546881_T20-M-JICF.jpg,Hydraulic , Diagnostics , Test Couplings , Test 20,,,
,TEST 20 MALE x 7/16 JIC FEMALE SWIVEL,63.35,10-359-1754,3,T20-M-JICF,,,,,T20,16-Jul,,,,1,1607,,,,,,,,
,TEST 20 MALE x 9/16 JIC FEMALE SWIVEL,63.35,10-359-1756,0,T20-M-JICF,,,,,T20,16-Sep,,,,1,1609,,,,,,,,
,TEST 20 MALE x 3/4 JIC FEMALE SWIVEL,65.8,10-359-1757,5,T20-M-JICF,,,,,T20,4-Mar,,,,1,1612,,,,,,,,
T20-M-METM,,,,,,,,Test 20 Male Nipple x Metric Stud Male,,Body,Metric M,,,,,16360,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312439_1709547535_1709546882_T20-M-METM.jpg,Hydraulic , Diagnostics , Test Couplings , Test 20,,,
,TEST 20 MALE x M12 x 1.5,30.7,10-359-1554,0,T20-M-METM,,,,,T20,12X1.5,,,,1,16M12,,,,,,,,
,TEST 20 MALE x M14 x 1.5,30.7,10-359-1555,0,T20-M-METM,,,,,T20,14X1.5,,,,1,16M14,,,,,,,,
,Test 20 Male X M16x1.5 Male,41.7,10-359-1556,0,T20-M-METM,,,,,T20,16X1.5,,,,1,16M16,,,,,,,,
,TEST 20 MALE x M8 x 1,30.7,10-359-1557,16,T20-M-METM,,,,,T20,8X1,,,,1,16M08,,,,,,,,
,TEST 20 MALE x M10 x 1.0,30.7,10-359-1558,0,T20-M-METM,,,,,T20,10X1,,,,1,16M10,,,,,,,,
T20-M-NPTM,,,,,,,,Test 20 Male Nipple x NPT Male,,Body,NPT M,,,,,16370,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312439_1709547535_1709546883_T20-M-NPTM.jpg,Hydraulic , Diagnostics , Test Couplings , Test 20,,,
,TEST 20 MALE x 1/4 NPT MALE,30.7,10-359-1351,7,T20-M-NPTM,,,,,T20,4-Jan,,,,1,1602,,,,,,,,
T20-M-SAEM,,,,,,,,Test 20 Male Nipple x UNO Male,,Body,UNO M,,,,,16380,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312440_1709547536_1709546884_T20-M-SAEM.jpg,Hydraulic , Diagnostics , Test Couplings , Test 20,,,
,TEST 20 MALE x 7/16 UNO MALE,30.7,10-359-1750,10,T20-M-SAEM,,,,,T20,16-Jul,,,,1,1607,,,,,,,,
,TEST 20 MALE x 9/16 UNO MALE,30.7,10-359-1752,5,T20-M-SAEM,,,,,T20,19-Sep,,,,1,1609,,,,,,,,
,Test 20 Male X 3/4 UNO Male,30.7,10-359-1753,0,T20-M-SAEM,,,,,T20,4-Mar,,,,1,1612,,,,,,,,
T20-M-T20,,,,,,,,Test 20 Male Nipple x Test 20 Male Bulkhead,,Body,Male BH,,,,,16390,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312441_1709547536_1709546885_T20-M-T20.jpg,Hydraulic , Diagnostics , Test Couplings , Test 20,,,
,TEST 20 MALE x B/H TEST 20 MALE,0,10-359-1651,0,T20-M-T20,,,,,T20,16X2,,,,1,16M16,,,,,,,,
TCBFS,,,,,,,,BSPP Female Swivel x DN2 Test Hose Tail,,BSP,,,,,,17340,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,1/4 BSP/F 60' CONE END FOR 6400 HOSE,18.5,TCBFS-04-DN2,14,TCBFS,,,,,4-Jan,,,,,1,2-Apr,,,,,,,,
TCBPGFS,,,,,,,,BSP Female Gauge Adaptor x DN2 Test Hose Tail,,BSP F,,,,,,17350,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,1/4 BSP GAUGE CRIMP END FOR 6400 HOSE,POA,TCBPGFS-04-DN2.,0,TCBPGFS,,,,,4-Jan,,,,,0,2-Apr,,,,,,,,
,1/2 BSPP GAUGE ADAPTOR suit MiniTestHose,49.5,TCBPGFS-08-DN2,0,TCBPGFS,,,,,2-Jan,,,,,1,2-Aug,,,,,,,,
TCBPM,,,,,,,,BSPP Male x DN2 Test Hose Tail,,BSP,,,,,,17330,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,1/8 BSPP Male REQ DWB-02  X DN2 Tail,20.9,TCBPM-02-DN2,0,TCBPM,,,,,8-Jan,,,,,1,2-Feb,,,,,,,,
,1/4 BSPP Male REQ DWB-04 X DN2 Tail,36.8,TCBPM-04-DN2,6,TCBPM,,,,,4-Jan,,,,,1,2-Apr,,,,,,,,
TCJFS,,,,,,,,JIC Female Swivel x Test Hose Tail,,JIC,,,,,,17360,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,7/16-20 UNF JIC FEM SWIVEL CRIMP FOR 640,18.5,TCJFS-04-DN2,128,TCJFS,,,,,16-Jul,,,,,1,2-Apr,,,,,,,,
,9/16 JIC F/S x DN4 TEST HOSE TAIL,12.8,TCJFS-04-DN4,8,TCJFS,,,,,,,,,,1,4-Jun,,,,,,,,
,9/16 JIC F/S x DN2 6.3 MM TEST HOSE TAIL,23.2,TCJFS-06-DN2,20,TCJFS,,,,,16-Sep,,,,,1,2-Jun,,,,,,,,
TCMHFS,,,,,,,,Metric Heavy Female Swivel x DN2 Test Hose Tail,,METRIC,,,,,,17380,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,M14X1.5 DKO Heavy X Crimp tail Suit 6400,17.7,TCMHFS-14M-DN2,8,TCMHFS,,,,,M14 x 1.5,,,,,1,M14X1.5-02,,,,,,,,
,M16X1.5 DKO Heavy Female SwivelXTestTail,21.65,TCMHFS-16M-DN2,10,TCMHFS,,,,,M16 x 1.5,,,,,1,M16X1.5-02,,,,,,,,
TCMLFS,,,,,,,,Metric Light Female Swivel x DN2 Test Hose Tail,,METRIC,,,,,,17370,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,12mm Metric Light(6L)Female Swivel X 2DN,17.2,TCMLFS-12M-DN2,0,TCMLFS,,,,,M12 x 1.5,,,,,1,12MX1.5-02,,,,,,,,
,M14 X 1.5 DKO Light CRIMP END SUIT 6400,20.7,TCMLFS-14M-DN2,11,TCMLFS,,,,,M14 x 1.5,,,,,1,14MX1.5-02,,,,,,,,
,M16X1.5 DKO Light Female SwivelXTestTail,25.4,TCMLFS-16M-DN2,4,TCMLFS,,,,,M16 x 1.5,,,,,1,16MX1.5-02,,,,,,,,
TCN,,,,,,,,TCN-DN Test Hose Ferrule,,Suit Hose,,,,,,17320,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,MINI FERRULE SUIT MINI TEST HOSE,POA,19-359-6420,0,TCN,,,,,TEST-DN2,,,,,0,2,,,,,,,,
TCNM,,,,,,,,NPT Male x DN2 Test Hose Tail,,NPT,,,,,,17420,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,1/8 NPT MALE CRIMP END TO SUIT 6400 Hose,20.95,TCNM-02-DN2,0,TCNM,,,,,8-Jan,,,,,1,2-Feb,,,,,,,,
,1/4 NPT/M CRIMP END SUIT 6400 TEST HOSE,48.3,TCNM-04-DN2,0,TCNM,,,,,4-Jan,,,,,1,4-Apr,,,,,,,,
TCORSFS,,,,,,,,ORFS Female Swivel x DN2 Test Hose Tail,,ORFS,,,,,,17400,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,9/16 ORFS Female Swivel X Test Tail DN2,17.5,TCORSFS-04-DN2,6,TCORSFS,,,,,16-Sep,,,,,1,4-Apr,,,,,,,,
,9/16 ORFSFemaleSwivel90°X Test Tail DN2,26.3,TCORSFS90S-04-DN2,6,TCORSFS,,,,,16-Sep,,,,,1,4/4/1990,,,,,,,,
TCTEST15FS,,,,,,,,Test 20 x DN2 Test Hose Tail,,METRIC,,,,,,17390,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,M16 X 1.5 COUPLING TEST 15 FOR 6400,19.65,TCTEST15FS-16X1.5-DN2,9,TCTEST15FS,,,,,TEST 15 (M16 x 1.5),,,,,1,M16X1.5-02,,,,,,,,
TCTEST20FS,,,,,,,,Test 20 x DN2 Test Hose Tail,,METRIC,,,,,,17391,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,M16 X 2 COUPLING TEST 20 CRIMP END,19.55,TCTEST20FS-16X2-DN2,54,TCTEST20FS,,,,,TEST 20 (M16 x 2),,,,,1,M16X2-02,,,,,,,,
TEST-DN,,,,,,,Assemblies made on request,DN Test Hose,,Hose ID,,,,,,17310,,Hydraulic , Diagnostics , Test Hose and Fittings,,,,
,6.4 (DN2) MINI TEST HOSE,17.15,TEST-DN2,48.195,TEST-DN,,,,,2mm,,,,,1,1,,,,,,,,
TFBB,,,,,,,,Burst Buster Sleeve,,,,Sleeve ID (mm),Flat Width (mm),,,17730,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312359_1709547366_1709546885_TFBB.jpg,Hydraulic , Hose , Accessories,,,,
,110mm Burst Buster Sleeve,48.35,TFBB-110,65,TFBB,,,,,,,110,177,,1,110,,,,,,,,
,BURST BUSTER TO SUIT 1/4 HOSE,7.95,TFBB-18,85.95,TFBB,,,,,,,18,32,,1,18,,,,,,,,
,BURST BUSTER TO SUIT 3/8 HOSE,9.25,TFBB-23,138.17,TFBB,,,,,,,23,40,,1,23,,,,,,,,
,BURST BUSTER TO SUIT 1/2 HOSE,9.7,TFBB-29,91.92,TFBB,,,,,,,29,50,,1,29,,,,,,,,
,36 MM I.D BURST BUSTER,11.45,TFBB-36,155.6,TFBB,,,,,,,36,61,,1,36,,,,,,,,
,BURST BUSTER TO SUIT 3/4 HOSE,14.45,TFBB-40,336.94,TFBB,,,,,,,40,67,,1,40,,,,,,,,
,DAS Sleeve,16.5,TFBB-45,277.975,TFBB,,,,,,,45,75,,1,45,,,,,,,,
,BURST BUSTER TO SUIT 1IN HOSE,22.8,TFBB-56,240.8,TFBB,,,,,,,56,92,,1,56,,,,,,,,
,DAS Sleeve 63mm I.D.,25.4,TFBB-63,35.46,TFBB,,,,,,,63,103,,1,63,,,,,,,,
,DIFFUSION ABRASION SLEEVE 71mm,35.65,TFBB-71,0,TFBB,,,,,,,71,116,,1,71,,,,,,,,
TFHYD-TUBE,,,,,,,,Zinc Plated Hydraulic Tube,,Tube OD,Wall,,,,,17710,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312563_1709547692_1709546887_TFHYD-TUBE.jpg,Hydraulic , Accessories , Tube,,,,
,HYDRAULIC ZINC PLATED TUBE 1/4 0.91 W.T,13.75,TFHYD-TUBE-04-091,73,TFHYD-TUBE,,,,,4-Jan,0.91,,,,1,4,,,,,,,,
,HYDRAULIC ZINC PLATED TUBE 3/81.63 W.T,20.21,TFHYD-TUBE-06-163,18.605,TFHYD-TUBE,,,,,8-Mar,1.63,,,,1,6,,,,,,,,
,HYDRAULIC ZINC PLATED TUBE 1/2 1.63 W.T,26.62,TFHYD-TUBE-08-163,87.1,TFHYD-TUBE,,,,,2-Jan,1.63,,,,1,8,,,,,,,,
,HYDRAULIC ZINC PLATED TUBE 5/8 1.63 W.T,32.09,TFHYD-TUBE-10-163,60.995,TFHYD-TUBE,,,,,8-May,1.63,,,,1,10,,,,,,,,
